#Exported guards/filters for Europe-Chimaera by SWGAide: http://simongronlund.googlepages.com/SWGAide,,,,,,,,,,,,,,,,
#guardName,resource class,ER,CR,CD,DR,FL,HR,MA,OQ,SR,UT,PE,limit,alert[,allowZeros[,notes]]
Shp - Engine,Radioactive,0,0,0,0,0,0,0,100,0,0,0,960,1,1,Engine Overhaul M1 & 2
Shp - Engine,Siliclastic Ore,0,0,0,0,0,0,0,100,0,0,0,960,1,1,Engine Overhaul M1 & 2; Engine Stabilizer M1 & 2
Shp - Engine,Radioactive,0,0,24,0,0,0,0,33,0,22,21,960,1,1,Elite Engine (POB)
Shp - Engine,Steel,0,0,24,0,0,0,0,33,0,22,21,960,1,1,Elite Engine (POB)
Shp - Engine,Aluminum,0,0,21,0,0,0,0,32,0,28,19,960,1,1,Starfighter Engine M1 - M5
Shp - Engine,Iron,0,0,21,0,0,0,0,32,0,28,19,960,1,1,Starfighter Engine M1 - M5
Shp - Engine,Radioactive,0,0,21,0,0,0,0,32,0,28,19,960,1,1,Starfighter Engine M1 - M5
Shp - Engine,Steel,0,0,21,0,0,0,0,32,0,28,19,960,1,1,Starfighter Engine M1 - M5
Shp - M Launcher,Steel,0,0,13,0,0,0,0,37,0,50,0,960,1,1,Missile Launchers (All)
Shp - M Launcher,Aluminum,0,0,13,0,0,0,0,37,0,50,0,960,1,1,Missile Launchers (All)
Shp - M Pack,Steel,0,0,0,0,0,0,0,50,0,0,50,960,1,1,Missile Packs (All)
Shp - M Pack,Radioactive,0,0,0,0,0,0,0,50,0,0,50,960,1,1,Missile Packs: Concussion 1; Image-Rec 1; Proton 1 & 2; Seismic 1
Shp - M Pack,High Grade Polymetric Radioactive,0,0,0,0,0,0,0,50,0,0,50,960,1,1,Missile Packs: Spacebomb 1 & 2; Concussion 2 & 3; Image-Rec 2; Proton 3 & 4; Seismic 2 & 3
Shp - Reactor,Steel,0,0,0,0,0,0,0,60,0,0,40,960,1,1,Reactor Limiter M1 - M5; Reactor Overcharger M1 - M5
Shp - Reactor,High Grade Polymetric Radioactive,0,0,0,0,0,0,0,60,0,0,40,960,1,1,Reactor Limiter M1 - M5; Reactor Overcharger M1 - M5
Shp - Reactor,Radioactive,0,0,13,0,0,0,0,42,0,45,0,960,1,1,Fusion Reactor M1 - M6
Shp - Reactor,Inert Gas,0,0,13,0,0,0,0,42,0,45,0,960,1,1,Fusion Reactor M1 - M6
Shp - Reactor,Inert Petrochemical,0,0,17,0,0,0,0,44,0,39,0,960,1,1,Elite Reactor (POB)
Shp - Reactor,Copper,0,0,17,0,0,0,0,44,0,39,0,960,1,1,Elite Reactor (POB); Mining-Grade Reactor
Shp - Reactor,Steel,0,0,17,0,0,0,0,44,0,39,0,960,1,1,Elite Reactor (POB); Mining-Grade Reactor
Shp - Reactor,Copper,0,0,13,0,0,0,0,42,0,45,0,960,1,1,Gunship Reactor; Fusion Reactor M1 - M6
Shp - Reactor,Steel,0,0,13,0,0,0,0,42,0,45,0,960,1,1,Gunship Reactor; Fusion Reactor M1 - M6
Shp - Shield,Steel,0,0,0,0,0,0,0,50,0,50,0,960,1,1,M1 - M5 Shield Energy Saver Kit; Shield Intensifier; Shield Limiter; Shield Overcharger
Shp - Shield,Gravitonic Fiberplast,0,0,0,0,0,0,0,50,0,50,0,960,1,1,M1 - M5 Shield Energy Saver Kit; Shield Intensifier; Shield Limiter; Shield Overcharger
Shp - Shield,Steel,0,0,22,0,0,0,0,38,18,22,0,960,1,1,Elite (POB)
Shp - Shield,Reactive Gas,0,0,19,0,0,0,0,38,15,28,0,960,1,1,Deflector Shield Generator M1 - M5
Shp - Shield,Aluminum,0,0,22,0,0,0,0,38,18,22,0,960,1,1,Elite (POB)
Shp - Shield,Siliclastic Ore,0,0,19,0,0,0,0,38,15,28,0,960,1,1,Deflector Shield Generator M1 - M5,,,
Shp - Shield,Steel,0,0,19,0,0,0,0,38,15,28,0,960,1,1,Gunship; Deflector Shield Generator M1 - M5,,,
Shp - Shield,Aluminum,0,0,19,0,0,0,0,38,15,28,0,960,1,1,Gunship; Deflector Shield Generator M1 - M5,,,
Shp - Weapon,Steel,0,0,11,0,0,0,0,46,0,15,28,960,1,1,POB: Null Bolt Blaster; Elite Gauss Cannon; Elite Rail Gun,,,
Shp - Weapon,Radioactive,0,0,11,0,0,0,0,46,0,15,28,960,1,1,POB: Null Bolt Blaster; Elite Gauss Cannon; Elite Rail Gun,,,
Shp - Weapon,Radioactive,0,0,10,0,0,0,0,45,0,20,25,960,1,1,Light, Mig-Grade, Heavy, Advanced & Experimental Weapons. M1 - M3 Mining Lasers. Elite Mining Laser (POB).
Shp - Weapon,Steel,0,0,10,0,0,0,0,45,0,20,25,960,1,1,Light, Mig-Grade, Heavy, Advanced & Experimental Weapons. M1 - M3 Mining Lasers. Elite Mining Laser (POB).
Shp - Weapon,Carbonate Ore,0,0,10,0,0,0,0,45,0,20,25,960,1,1,Light, Mig-Grade, Heavy, Advanced & Experimental Weapons.
Shp - Weapon,Inert Gas,0,0,10,0,0,0,0,45,0,20,25,960,1,1,Light, Mig-Grade, Heavy, Advanced & Experimental Weapons.
Shp - Weapon,Steel,0,0,17,0,0,0,0,42,0,33,8,960,1,1,Tractor Beam,,,
Shp - Weapon,Radioactive,0,0,17,0,0,0,0,42,0,33,8,960,1,1,Tractor Beam,,,
Shp - Weapon,Steel,0,0,0,0,0,0,0,50,0,0,50,960,1,1,Armour & Shield Effectiveness Intensifier M1 - M5,,,
Shp - Weapon,High Grade Polymetric Radioactive,0,0,0,0,0,0,0,50,0,0,50,960,1,1,Armour & Shield Effectiveness Intensifier M1 - M5,,,
Shp - Weapon,Unstable Organometallic Reactive Gas,0,0,25,0,0,0,0,75,0,0,0,960,1,1,Max & Min Danage Intensifier M1 - M5,,,
Shp - Weapon,Steel,0,0,25,0,0,0,0,75,0,0,0,960,1,1,Max & Min Danage Intensifier M1 - M5,,,
Shp - Weapon,Steel,0,0,50,0,0,0,0,50,0,0,0,960,1,1,Quick Shot Upgrade M1 - M5; Speed Limiter Upgrade M1 - M5,,,
Shp - Weapon,Fermionic Siliclastic Ore,0,0,50,0,0,0,0,50,0,0,0,960,1,1,Quick Shot Upgrade M1 - M5; Speed Limiter Upgrade M1 - M5
