#Exported guards/filters for Europe-Chimaera by SWGAide: http://simongronlund.googlepages.com/SWGAide,,,,,,,,,,,,,,,,
#guardName,resource class,ER,CR,CD,DR,FL,HR,MA,OQ,SR,UT,PE,limit,alert[,allowZeros[,notes]]
Mun - Wpn Comps,Polymer,0,0,50,0,0,0,0,50,0,0,0,960,1,1,Advanced Heavy/Ranged Weapon Core; Tibanna Gas Cartridge
Mun - Wpn Comps,Polymer,0,0,0,0,0,0,0,33,66,0,0,960,1,1,Advanced Weapon Scope; Advanced Melee Weapon Core
Mun - Wpn Comps,Polymer,0,0,0,0,0,0,0,66,33,0,0,960,1,1,Advanced Melee Weapon Reinforcement
Mun - Wpn Comps,Polymer,0,0,66,0,0,0,0,33,0,0,0,960,1,1,Elemental Corrosive Chamber; Elemental Cryo Chamber; Elemental Electrical Chamber; Elemental Plasma Chamber; Heavy Elemental Chamber
Mun - Wpn Comps,Metal,0,0,50,0,0,0,0,50,0,0,0,960,1,1,Orveth Gas cartridge
Mun - Wpn Comps,Metal,0,0,0,0,0,0,0,33,66,0,0,960,1,1,Advanced Blaster Rifle/Pistol Barrel; Blaster Rifle/Pistol Barrel; Projectile Rifle/Pistol Barrel
Mun - Wpn Comps,Rhodium Steel,0,0,0,0,0,0,0,33,66,0,0,960,1,1,Advanced Blaster Rifle/Pistol Barrel
Mun - Wpn Comps,Duranium Steel,0,0,0,0,0,0,0,66,33,0,0,960,1,1,Advanced Blaster Rifle Barrel
Mun - Wpn Comps,Quadranium Steel,0,0,0,0,0,0,0,33,66,0,0,960,1,1,Advanced Projectile Rifle Barrel
Mun - Wpn Comps,Carbonite Steel,0,0,50,0,0,0,0,50,0,0,0,960,1,1,Advanced Heavy/Ranged Weapon Core
Mun - Wpn Comps,Duralloy Steel,0,0,0,0,0,0,0,33,66,0,0,960,1,1,Advanced Weapon Stock; Advanced Melee Weapon Core; Advanced Blaster Rifle/Pistol Barrel
Mun - Wpn Comps,Plumbum Iron,0,0,0,0,0,0,0,33,66,0,0,960,1,1,Advanced Projectile Rifle/Pistol Barrel
Mun - Wpn Comps,Axidite Iron,0,0,0,0,0,0,0,33,66,0,0,960,1,1,Advanced Projectile Rifle/Pistol Barrel
Mun - Wpn Comps,Bronzium Iron,0,0,0,0,0,0,0,33,66,0,0,960,1,1,Advanced Melee Weapon Core
Mun - Wpn Comps,Titanium Aluminum,0,0,66,0,0,0,0,33,0,0,0,960,1,1,Elemental Plasma Chamber
Mun - Wpn Comps,Chromium Aluminum,0,0,66,0,0,0,0,33,0,0,0,960,1,1,Elemental Cryo Chamber
Mun - Wpn Comps,Chromium Aluminum,0,0,0,0,0,0,0,33,66,0,0,960,1,1,Advanced Weapon Stock
Mun - Wpn Comps,Duralumin Aluminum,0,0,66,0,0,0,0,33,0,0,0,960,1,1,Elemental Electrical Chamber
Mun - Wpn Comps,Link-Steel Aluminum,0,0,50,0,0,0,0,50,0,0,0,960,1,1,Advanced Heavy Weapon Core
Mun - Wpn Comps,Link-Steel Aluminum,0,0,66,0,0,0,0,33,0,0,0,960,1,1,Heavy Elemental Chamber
Mun - Wpn Comps,Link-Steel Aluminum,0,0,0,0,0,0,0,33,66,0,0,960,1,1,Advanced Weapon Stock/Scope
Mun - Wpn Comps,Phrik Aluminum,0,0,66,0,0,0,0,33,0,0,0,960,1,1,Elemental Corrosive Chamber
Mun - Wpn Comps,Phrik Aluminum,0,0,0,0,0,0,0,66,33,0,0,960,1,1,Advanced Melee Weapon Reinforcement; Black Sun Executioner's Hack
Mun - Wpn Comps,Phrik Aluminum,0,0,50,0,0,0,0,50,0,0,0,960,1,1,Tibanna Gas Cartridge
Mun - Wpn Comps,Desh Copper,0,0,0,0,0,0,0,33,66,0,0,960,1,1,Advanced Vibro Blade Unit; Advanced Melee Weapon Core
Mun - Wpn Comps,Diatium Copper,0,0,0,0,0,0,0,66,33,0,0,960,1,1,Advanced Melee Weapon Reinforcement; D10 Pistol; Republic Blaster
Mun - Wpn Comps,Diatium Copper,0,0,50,0,0,0,0,50,0,0,0,960,1,1,Tibanna Gas Cartridge
Mun - Wpn Comps,Platinite Copper,0,0,0,0,0,0,0,33,66,0,0,960,1,1,Advanced Vibro Blade Unit
Mun - Wpn Comps,Polysteel Copper,0,0,50,0,0,0,0,50,0,0,0,960,1,1,Advanced Ranged Weapon Core
Mun - Wpn Comps,Polysteel Copper,0,0,0,0,0,0,0,33,66,0,0,960,1,1,Advanced Weapon Scope
Mun - Wpn Comps,Carbonate Ore,0,0,66,0,0,0,0,33,0,0,0,960,1,1,Heavy Elemental Chamber
Mun - Wpn Comps,Alantium Carbonate Ore,0,0,66,0,0,0,0,33,0,0,0,960,1,1,Elemental Plasma Chamber
Mun - Wpn Comps,Chromite Carbonate Ore,0,0,66,0,0,0,0,33,0,0,0,960,1,1,Elemental Electrical Chamber
Mun - Wpn Comps,Ostrine Carbonate Ore,0,0,66,0,0,0,0,33,0,0,0,960,1,1,Elemental Cryo Chamber
Mun - Wpn Comps,Ostrine Carbonate Ore,0,0,50,0,0,0,0,50,0,0,0,960,1,1,Tibanna Gas Cartridge
Mun - Wpn Comps,Ostrine Carbonate Ore,0,0,0,0,0,0,0,66,33,0,0,960,1,1,Advanced Melee Weapon Reinforcement
Mun - Wpn Comps,Varium Carbonate Ore,0,0,66,0,0,0,0,33,0,0,0,960,1,1,Elemental Corrosive Chamber
Mun - Wpn Comps,Gemstone,0,0,0,0,0,0,0,33,66,0,0,960,1,1,Blaster Pistol Barrel
Mun - Wpn Comps,Crystalline Gemstone,0,0,0,0,0,0,0,33,66,0,0,960,1,1,Blaster Rifle Barrel
Mun - Wpn Comps,Ryll Amorphous Gemstone,0,0,0,0,0,0,0,33,66,0,0,960,1,1,Advanced Blaster Rifle/Pistol Barrel
Mun - Wpn Comps,Crystalline Gemstone,0,0,0,0,0,0,0,50,50,0,0,960,1,1,Advanced Heavy/Ranged Weapon Core
Mun - Wpn Comps,Green Diamond Crystalline Gemstone,0,0,0,0,0,0,0,33,66,0,0,960,1,1,Advanced Weapon Scope
Mun - Wpn Comps,Reactive Gas,0,0,50,0,0,0,0,50,0,0,0,960,1,1,Orveth Gas cartridge
Mun - Wpn Comps,Reactive Gas,0,0,0,0,0,0,0,66,33,0,0,960,1,1,Melee Weapon Reinforcement
Mun - Wpn Comps,Reactive Gas,0,0,66,0,0,0,0,33,0,0,0,960,1,1,Heavy Elemental Chamber
Mun - Wpn Comps,Eleton Reactive Gas,0,0,66,0,0,0,0,33,0,0,0,960,1,1,Elemental Cryo Chamber
Mun - Wpn Comps,Methane Reactive Gas,0,0,66,0,0,0,0,33,0,0,0,960,1,1,Elemental Electrical Chamber
Mun - Wpn Comps,Tolium Reactive Gas,0,0,66,0,0,0,0,33,0,0,0,960,1,1,Elemental Corrosive Chamber
Mun - Wpn Comps,Irolunn Reactive Gas,0,0,50,0,0,0,0,50,0,0,0,960,1,1,Tibanna Gas Cartridge
Mun - Wpn Comps,Skevon Reactive Gas,0,0,66,0,0,0,0,33,0,0,0,960,1,1,Elemental Plasma Chamber
