# old swgcraft.com resource-id: nbr <==> abbrev -- now 99.99% obsolete
497,dnber
498,daber
499,enber
500,lober
501,naber
502,rober
503,tuber
504,taber
505,yaber
408,flr
506,coflr
507,dnflr
508,daflr
509,enflr
510,loflr
511,naflr
512,roflr
513,tuflr
514,taflr
515,yaflr
409,fts
516,cofts
517,dnfts
518,dafts
519,enfts
520,lofts
521,nafts
522,rofts
523,tufts
524,tafts
525,yafts
249,veg
410,bns
526,cobns
527,dnbns
528,dabns
529,enbns
530,lobns
531,nabns
532,robns
533,tubns
534,tabns
535,yabns
411,fgs
536,cofgs
537,dnfgs
538,dafgs
539,enfgs
540,lofgs
541,nafgs
542,rofgs
543,tufgs
544,tafgs
545,yafgs
412,grn
546,cogrn
547,dngrn
548,dagrn
549,engrn
550,logrn
551,nagrn
552,rogrn
553,tugrn
554,tagrn
555,yagrn
413,tub
556,cotub
557,dntub
558,datub
559,entub
560,lotub
561,natub
562,rotub
563,tutub
564,tatub
565,yatub
50,fls
96,wod
250,hwd
414,dwd
567,codwd
568,dndwd
569,dadwd
570,endwd
571,lodwd
572,nadwd
573,rodwd
574,tudwd
575,tadwd
576,yadwd
251,swd
577,cwd
579,cocwd
580,dncwd
581,dacwd
582,encwd
583,locwd
584,nacwd
585,rocwd
586,tucwd
587,tacwd
588,yacwd
578,ewd
589,coewd
590,dnewd
591,daewd
592,enewd
593,loewd
594,naewd
595,roewd
596,tuewd
597,taewd
598,yaewd
4,ast
600,achm
601,cukrt
602,mukpf
603,mushd
604,murmt
605,muksp
606,mualu
607,muabn
608,muamt
609,mubhd
610,mucmt
611,mucpr
612,mudmt
613,mudmk
614,muegg
615,muext
616,mufib
617,muhmt
618,muimt
619,muint
620,muirn
621,mulhd
622,mukrd
623,muktv
624,mustl
625,m1amo
626,m2amo
627,m1cry
628,m2cry
629,muwtr
630,muwmt
631,muwmk
632,muwhd
633,kaint
634,c1ksp
635,c2ksp
636,c4ksp
637,c6ksp
638,c7ksp
639,c3krd
640,c6krd
641,c7krd
642,arsil
643,cosil
644,masil
645,tesil
646,bikrt
647,kokrt
648,boamo
649,reamo
650,stamo
651,cotmt
652,dntmt
653,datmt
654,entmt
655,katmt
656,lotmt
657,mutmt
658,natmt
659,rotmt
660,tutmt
661,tatmt
662,yatmt
663,kaegg
713,usd
664,cofmt
665,dnfmt
666,dafmt
667,enfmt
668,kafmt
669,lofmt
670,mufmt
671,nafmt
672,rofmt
673,tufmt
674,tafmt
675,yafmt
676,cohrn
677,dahrn
678,enhrn
679,kahrn
680,lohrn
681,muhrn
682,nahrn
683,rohrn
684,tahrn
685,yahrn
686,commt
687,dnmmt
688,dammt
689,enmmt
690,kammt
691,lommt
692,mummt
693,nammt
694,rommt
695,tummt
696,tammt
697,yammt
698,coint
699,deint
700,hoint
702,orint
703,frcrb
704,locrb
705,vacrb
706,zicrb
707,hastl
708,ilext
709,kaext
710,viext
711,socry
712,uktv
714,kaabn
715,kavbn
716,kaamt
717,kaber
718,kabhd
719,kacmt
720,kacwd
721,kadwd
722,kadcn
723,kadmt
724,kadmk
725,kadot
726,kadrc
727,kadwt
728,kaewd
729,kafib
730,kaflr
731,kafts
732,kahmt
733,kaimt
734,kalhd
735,karmt
736,kashd
737,kaseg
738,kabns
739,kafgs
740,kagrn
741,katub
742,kawtr
743,kawcn
744,kawmt
745,kawmk
746,kawot
747,kawrc
748,kawwt
749,kaweg
750,kawhd
751,muvbn
752,muber
753,mucwd
754,mudwd
755,mudcn
756,beext
757,c5kpf
758,agas
759,agem
760,amin
761,acar
762,asil
763,airn
764,acid
765,apet
766,aobi
767,amet
768,acyn
769,acry
770,admn
771,aorm
772,asul
773,aicy
774,geg
775,cogeg
776,dngeg
777,dageg
778,engeg
779,kageg
780,logeg
781,nageg
782,rogeg
783,tugeg
784,tageg
785,yageg
787,bwod
788,mudot
789,mudrc
790,mugrn
791,muwot
792,mubns
793,muwrc
794,muwwt
795,mufgs
796,mudwt
797,mufts
798,muwcn
799,muflr
800,mutub
801,muewd
802,wtr
803,mfrt
804,mveg
805,pcer
806,pmet
807,psfd
808,hmlk
809,gbne
810,shid
811,egg
812,ovcrb
